duration,languages,topic,avg_sent_len,occupation,gender,sentiment_label,pscore
18.583333333333332,29,1.0,123.65517241379312,photographer,male,positive,0.04103755560018178
17.433333333333334,29,6.0,103.94202898550724,musician,male,positive,0.028683295093671707
19.183333333333334,23,11.0,98.24657534246576,philosopher,male,positive,0.023019878524551594
10.05,29,8.0,243.11864406779662,writer,male,positive,0.039979358271251306
19.016666666666666,24,14.0,103.19424460431655,advocate,male,positive,0.04251268642579433
23.083333333333332,19,1.0,58.786885245901644,social,female,positive,0.024206402129669367
14.483333333333333,18,6.0,100.30769230769229,inventor,male,positive,0.04338658095412372
17.3,17,14.0,93.7516339869281,physicist,male,positive,0.029672732533359426
19.25,30,1.0,83.88304093567251,journalist,male,positive,0.029658604248042304
24.116666666666667,26,5.0,114.75200000000001,activist,male,positive,0.024050455893594003
22.583333333333332,26,10.0,149.41666666666666,biologist,male,positive,0.04119812901298358
21.933333333333334,23,11.0,105.47058823529413,filmmaker,male,positive,0.032393332563740704
27.416666666666668,31,10.0,71.00990099009903,neuroscientist,female,positive,0.028354030605732883
17.016666666666666,31,5.0,79.24861878453041,author,male,positive,0.06950612828505828
20.183333333333334,28,4.0,69.29468599033817,biologist,male,positive,0.036622354516318664
14.55,31,9.0,111.1937984496124,artist,male,positive,0.06672020916261014
20.116666666666667,18,8.0,94.99337748344372,inventor,male,positive,0.014361483480175175
22.333333333333332,20,4.0,63.75111111111111,technologist,male,positive,0.03870658733752411
15.5,26,9.0,129.22522522522522,designer,male,positive,0.05625097471918081
17.566666666666666,32,8.0,65.49771689497717,scientist,male,positive,0.03571138937053642
20.666666666666668,16,8.0,88.54320987654322,architect,male,positive,0.036284390402534866
20.066666666666666,23,9.0,72.44444444444444,designer,male,positive,0.030529560134803253
4.6,28,1.0,7172.0,singer,female,positive,0.027160011637798888
14.166666666666666,24,9.0,87.46341463414635,designer,male,positive,0.07746392154566074
14.85,23,1.0,103.19424460431655,artist,male,positive,0.03755112292280926
16.866666666666667,24,7.0,112.0625,philosopher,male,positive,0.015972845221533156
23.316666666666666,24,9.0,68.30476190476189,historian,female,positive,0.04150914947711757
16.85,21,10.0,144.88888888888889,biologist,male,positive,0.04528535634999188
14.883333333333333,20,14.0,796.8888888888888,artist,male,positive,0.035411617051974674
17.416666666666668,28,14.0,99.61111111111113,writer,male,positive,0.01800561405207813
16.283333333333335,30,10.0,134.05607476635515,photographer,male,positive,0.03257926758858095
16.416666666666668,18,10.0,86.93333333333334,researcher,female,positive,0.053700673145793354
2.716666666666667,38,8.0,2390.6666666666665,singer,female,positive,0.041624541335592284
7.65,25,2.0,1195.3333333333333,singer,female,positive,0.03219064275949951
21.8,31,7.0,64.03571428571429,philosopher,male,positive,0.014666041202736945
32.15,32,2.0,80.13407821229049,musician,female,positive,0.038630568895904945
20.083333333333332,25,8.0,76.70588235294117,architect,male,positive,0.016950186266244165
17.183333333333334,22,14.0,65.49771689497717,biologist,male,positive,0.035718608029965966
4.183333333333334,25,8.0,247.31034482758625,poet,male,positive,0.030435737398561626
6.3,28,8.0,597.6666666666666,singer,male,positive,0.018800647176188037
5.2,25,1.0,1434.4,singer,male,positive,0.023516785084355354
19.533333333333335,22,1.0,107.84962406015038,author,male,positive,0.002877550173587769
29.166666666666668,42,11.0,78.38251366120218,biologist,male,positive,0.0018752287617866598
19.916666666666668,16,9.0,79.24861878453041,author,male,positive,0.03412175966475602
3.35,33,11.0,2049.1428571428573,musician,female,positive,0.031193471917514468
14.3,23,14.0,117.57377049180329,photographer,male,positive,0.059117635182865454
14.3,23,14.0,117.57377049180329,photographer,male,positive,0.059117635182865454
5.183333333333334,30,10.0,14344.0,writer,female,positive,0.029376072668841353
4.616666666666666,22,3.0,377.4736842105263,singer,male,positive,0.022017558840934617
19.733333333333334,21,8.0,84.87573964497041,social,male,positive,0.01408886785082699
17.0,19,9.0,125.82456140350875,educator,male,positive,0.06689937740198555
3.0833333333333335,44,8.0,531.2592592592592,technologist,female,negative,0.026089301026206994
20.183333333333334,29,7.0,47.029508196721316,researcher,male,positive,0.016368558901797545
16.683333333333334,22,10.0,114.75200000000001,biologist,female,positive,0.027463367388877474
7.5,34,14.0,220.67692307692312,architect,male,positive,0.05038826484932869
17.866666666666667,20,5.0,77.95652173913044,author,male,positive,0.007491726492815006
20.216666666666665,32,5.0,90.21383647798744,economist,female,positive,0.022569497960754713
4.65,31,14.0,311.82608695652175,technologist,male,positive,0.03275234005284312
12.1,31,1.0,129.22522522522522,engineer,male,positive,0.018636379183672686
24.616666666666667,18,8.0,102.45714285714287,architect,male,negative,0.07929274058026739
23.366666666666667,19,11.0,42.437869822485204,advocate,male,positive,0.010224470033739299
6.166666666666667,25,14.0,172.81927710843377,author,female,positive,0.038540191763247036
18.95,35,5.0,60.779661016949156,expert,male,positive,0.03411611655253011
17.716666666666665,24,6.0,101.01408450704227,inventor,male,positive,0.020600551786958816
15.433333333333334,32,7.0,90.21383647798744,philosopher,male,positive,0.01117669039538854
19.416666666666668,33,4.0,76.70588235294117,technologist,male,positive,0.02612768107696031
17.166666666666668,23,6.0,74.32124352331606,artist,male,positive,0.01987268437867873
15.566666666666666,22,5.0,99.61111111111113,economist,male,positive,0.017256734335324545
16.616666666666667,19,6.0,82.4367816091954,designer,male,positive,0.024123797248423912
9.2,34,1.0,196.4931506849315,poet,male,positive,0.033693983921497674
9.75,27,4.0,298.8333333333333,technologist,male,positive,0.021249460510761452
4.8,39,1.0,199.22222222222226,expert,female,positive,0.01918070438241514
17.833333333333332,20,5.0,90.78481012658229,economist,male,positive,0.01834459978152613
22.166666666666668,21,5.0,60.01673640167364,economist,female,positive,0.013319757268411128
4.2,44,14.0,573.76,inventor,male,positive,0.02435188396299781
19.016666666666666,21,5.0,64.03571428571429,expert,male,positive,0.0296717225147823
17.516666666666666,27,13.0,91.36305732484078,social,male,positive,0.022260949052978592
17.6,21,1.0,86.40963855421688,poet,male,positive,0.020024615588250368
18.383333333333333,26,5.0,112.0625,advocate,female,positive,0.021656501619779864
10.1,21,2.0,260.8,musician,male,positive,0.024337358932118795
15.516666666666667,23,3.0,111.1937984496124,activist,male,positive,0.04074121981082312
5.166666666666667,32,1.0,275.84615384615387,inventor,male,positive,0.04240540907494917
15.833333333333334,32,14.0,67.34272300469482,economist,female,positive,0.01841652454320573
17.116666666666667,30,5.0,107.84962406015038,journalist,male,positive,0.01574860285679485
8.216666666666667,32,10.0,235.14754098360652,artist,male,positive,0.03595954852778012
17.45,32,13.0,123.65517241379312,psychologist,male,positive,0.04237679323838858
19.25,32,11.0,120.53781512605042,psychologist,male,positive,0.008366349080000824
17.6,19,11.0,74.70833333333333,filmmaker,female,positive,0.008502868624563469
15.85,26,10.0,115.67741935483869,researcher,male,positive,0.03858533514100966
15.983333333333333,24,14.0,59.27272727272727,artist,male,positive,0.04021468976161206
29.7,22,6.0,54.53992395437263,historian,male,positive,0.027808928183293426
21.333333333333332,20,6.0,122.59829059829059,engineer,male,positive,0.0696945909802137
17.15,33,6.0,107.04477611940298,scientist,female,positive,0.032058479464647925
3.533333333333333,43,2.0,14344.0,inventor,male,positive,0.04676289758259813
29.85,29,14.0,64.32286995515696,entrepreneur,male,positive,0.05522859614027045
6.3,28,12.0,251.64912280701756,roboticist,male,positive,0.013751794928642397
17.5,21,1.0,73.93814432989691,author,female,positive,0.04100804361142621
16.05,22,9.0,90.21383647798744,expert,male,positive,0.01314547004459081
20.566666666666666,21,5.0,117.57377049180329,economist,male,positive,0.024124455594300986
22.3,26,1.0,80.13407821229049,author,male,positive,0.015955348231304078
20.9,39,1.0,76.70588235294117,photographer,male,positive,0.04844943296135537
18.933333333333334,26,2.0,114.75200000000001,activist,male,positive,0.015861450251203783
4.983333333333333,28,14.0,260.8,engineer,female,positive,0.028175263494739675
15.966666666666667,24,10.0,78.81318681318682,scientist,male,positive,0.008625299149194873
18.166666666666668,21,5.0,87.46341463414635,technologist,male,positive,0.021458406118614094
21.016666666666666,22,5.0,101.73049645390071,poet,male,positive,0.024957993848021318
19.4,20,12.0,70.66009852216749,biologist,male,positive,0.06265094871331191
16.95,22,9.0,79.68888888888887,scientist,male,positive,0.022670413084074713
17.1,29,9.0,86.93333333333334,designer,male,positive,0.031387384131812836
16.033333333333335,29,6.0,90.78481012658229,physicist,male,positive,0.02027374371940475
19.733333333333334,22,5.0,100.30769230769229,physicist,male,positive,0.014842235676716395
15.233333333333333,44,14.0,80.13407821229049,writer,male,positive,0.037997430975184154
13.216666666666667,34,1.0,140.62745098039215,psychologist,male,positive,0.024066352549948343
4.15,40,1.0,512.2857142857143,advocate,female,positive,0.020636529328127668
9.3,40,14.0,183.89743589743588,writer,female,positive,0.02754417243738658
18.0,38,3.0,82.91329479768787,poet,female,positive,0.022086760824867713
6.25,28,14.0,265.6296296296296,scientist,male,positive,0.03608412721005125
20.516666666666666,21,10.0,74.70833333333333,biologist,female,positive,0.026822476857400815
18.033333333333335,30,14.0,51.228571428571435,filmmaker,male,positive,0.04256204938176233
5.45,47,10.0,231.35483870967738,author,male,positive,0.06900305511316755
18.283333333333335,22,9.0,142.01980198019805,photographer,female,positive,0.0401497316078761
22.0,23,8.0,81.96571428571428,architect,male,positive,0.06752663810453734
10.666666666666666,22,1.0,196.4931506849315,designer,male,positive,0.026987661824827022
35.46666666666667,19,8.0,51.228571428571435,social,male,positive,0.017657579182503776
19.133333333333333,26,1.0,102.45714285714287,economist,male,positive,0.024826166294348445
4.25,30,2.0,3586.0,historian,male,positive,0.031999755054063
17.6,22,14.0,136.60952380952378,artist,male,positive,0.05416304753937324
12.916666666666666,26,7.0,174.9268292682927,photographer,male,positive,0.007607881195605054
12.916666666666666,26,7.0,174.9268292682927,photographer,male,positive,0.007607881195605054
13.65,23,8.0,103.19424460431655,entrepreneur,female,positive,0.015273842208087985
15.716666666666667,25,8.0,114.75200000000001,technologist,male,positive,0.026010792181782268
21.583333333333332,17,8.0,79.24861878453041,author,male,positive,0.06407583827817522
17.416666666666668,25,10.0,129.22522522522522,writer,male,positive,0.022615775835826978
19.516666666666666,24,11.0,163.0,advocate,male,positive,0.04259386661546239
19.183333333333334,24,2.0,448.25,writer,female,positive,0.04410842759297875
8.633333333333333,24,6.0,149.41666666666666,historian,male,positive,0.040702784010742094
17.766666666666666,20,9.0,131.59633027522935,architect,male,positive,0.05165061224874347
15.45,20,1.0,86.40963855421688,writer,female,positive,0.026392483011689772
5.433333333333334,29,13.0,247.31034482758625,writer,male,positive,0.012813959413860153
3.3666666666666667,32,14.0,318.7555555555556,author,male,positive,0.043514534358583164
20.616666666666667,29,13.0,114.75200000000001,educator,male,positive,0.034992873992950854
15.9,24,10.0,134.05607476635515,biologist,male,positive,0.020134804784279172
25.383333333333333,18,14.0,83.88304093567251,technologist,male,positive,0.04177976018875374
18.316666666666666,49,7.0,90.21383647798744,writer,female,positive,0.02021889240761621
44.63333333333333,19,9.0,39.298630136986304,architect,male,positive,0.189348367746678
25.583333333333332,32,13.0,47.81333333333333,author,male,positive,0.016136158083481907
21.466666666666665,30,11.0,112.0625,engineer,female,positive,0.007691033243757107
24.833333333333332,22,5.0,61.82758620689656,physicist,male,positive,0.018823990332523587
31.95,23,8.0,81.5,architect,male,positive,0.0312940339713851
4.033333333333333,38,7.0,311.82608695652175,researcher,male,positive,0.026144029530686293
17.95,27,13.0,64.03571428571429,educator,male,positive,0.024973174524371793
4.4,40,1.0,265.6296296296296,author,male,positive,0.04097894696536005
3.8333333333333335,36,11.0,551.6923076923076,filmmaker,male,positive,0.021942064463734548
4.0,34,2.0,754.9473684210526,designer,male,negative,0.019391949092304614
10.2,39,6.0,260.8,physicist,male,positive,0.04312210178362418
27.9,44,11.0,71.72,advocate,male,positive,0.0072405554302964244
5.666666666666667,36,14.0,333.5813953488372,researcher,male,positive,0.05834735293222622
17.866666666666667,24,14.0,116.6178861788618,expert,male,positive,0.022496590967697537
16.716666666666665,19,5.0,80.13407821229049,biologist,male,positive,0.02000938052921104
22.866666666666667,34,1.0,73.93814432989691,poet,female,positive,0.04690692363684434
19.1,35,6.0,91.94871794871794,physicist,male,positive,0.02117696157761579
14.983333333333333,37,6.0,94.99337748344372,physicist,male,positive,0.028899709726410382
17.35,17,1.0,116.6178861788618,historian,female,positive,0.025522437065160886
19.95,18,5.0,108.66666666666669,designer,male,positive,0.027042386811328936
17.733333333333334,28,10.0,85.38095238095238,writer,male,positive,0.031310599023182326
17.85,18,4.0,90.21383647798744,biologist,male,positive,0.017608933612910063
37.03333333333333,18,2.0,57.14741035856574,writer,male,positive,0.031629385133211604
10.1,33,10.0,119.53333333333332,advocate,male,positive,0.021728125815760977
4.483333333333333,49,11.0,531.2592592592592,expert,female,positive,0.024571552851714897
20.133333333333333,30,10.0,67.66037735849056,writer,male,positive,0.019581630488030976
18.316666666666666,23,10.0,58.546938775510206,author,male,positive,0.03169330450011021
17.716666666666665,27,9.0,106.25185185185184,designer,male,positive,0.05077503701382244
15.733333333333333,24,14.0,140.62745098039215,physicist,male,positive,0.024275985688509586
14.383333333333333,21,5.0,88.54320987654322,author,female,positive,0.01291674260679202
16.85,23,11.0,103.94202898550724,economist,male,positive,0.0195553261195702
19.466666666666665,23,7.0,63.46902654867257,writer,female,positive,0.005640651883907367
17.233333333333334,18,10.0,77.53513513513515,writer,male,positive,0.02105163898727262
19.2,20,10.0,92.54193548387094,expert,male,positive,0.015527174396483016
2.25,61,13.0,796.8888888888888,physicist,male,positive,0.028363923371943045
17.3,24,14.0,68.63157894736842,historian,male,positive,0.027088636644428885
11.233333333333333,34,3.0,172.81927710843377,artist,male,positive,0.019141065988201762
3.2,52,4.0,478.13333333333327,author,male,positive,0.03725534328634569
20.366666666666667,19,12.0,64.03571428571429,biologist,male,positive,0.026451472167181665
3.5166666666666666,51,5.0,462.70967741935476,author,male,positive,0.01796178153479505
18.966666666666665,25,1.0,77.53513513513515,economist,male,positive,0.017299544798798836
20.716666666666665,45,2.0,60.779661016949156,musician,male,positive,0.040080475792525806
16.666666666666668,18,14.0,66.71627906976744,technologist,male,positive,0.0254485977034338
2.3333333333333335,39,4.0,683.047619047619,singer,female,positive,0.044482079386571415
4.016666666666667,32,6.0,311.82608695652175,activist,male,positive,0.03596713349785895
25.116666666666667,25,1.0,45.39240506329114,photographer,male,positive,0.01566141028319037
9.316666666666666,25,6.0,214.089552238806,designer,male,positive,0.018349282457372294
18.3,20,10.0,75.09947643979058,activist,male,positive,0.02470359035883819
18.333333333333332,19,14.0,69.63106796116503,biologist,male,positive,0.020756819124068633
4.0,38,1.0,199.22222222222226,filmmaker,male,positive,0.015229017631421753
20.766666666666666,24,14.0,67.02803738317758,social,male,positive,0.04707450724549599
5.566666666666666,24,3.0,367.79487179487177,singer,female,positive,0.04717178230584841
19.183333333333334,24,6.0,111.1937984496124,physicist,male,positive,0.02824545045697408
15.933333333333334,33,7.0,98.9241379310345,expert,female,positive,0.05853415760608509
26.333333333333332,27,1.0,64.03571428571429,writer,male,positive,0.005318899194403699
17.666666666666668,39,1.0,92.54193548387094,author,male,positive,0.010790400613493577
19.816666666666666,28,1.0,53.32342007434944,writer,male,positive,0.05468368094885705
23.7,36,9.0,81.5,psychologist,male,positive,0.05135170960429976
2.55,43,9.0,754.9473684210526,designer,female,positive,0.05397858644948137
16.233333333333334,28,1.0,107.84962406015038,poet,male,positive,0.01690820438639441
15.6,23,10.0,142.01980198019805,researcher,female,positive,0.025740602131981306
20.483333333333334,24,1.0,55.5968992248062,artist,male,positive,0.0297107493383712
15.35,18,9.0,96.26845637583892,social,male,positive,0.021578581707531578
19.566666666666666,26,14.0,67.98104265402843,technologist,male,positive,0.016002409923380496
16.366666666666667,21,7.0,102.45714285714287,entrepreneur,male,positive,0.017128380208745554
15.883333333333333,29,9.0,73.55897435897434,engineer,male,positive,0.08991434553402093
16.15,30,6.0,96.91891891891892,physicist,female,positive,0.014231441399047333
20.883333333333333,22,10.0,67.02803738317758,writer,male,positive,0.02031165572752148
14.883333333333333,28,10.0,103.94202898550724,designer,male,positive,0.0362494117712328
31.133333333333333,21,14.0,29.393442622950822,writer,male,positive,0.10589415099237448
14.766666666666667,25,1.0,73.55897435897434,scientist,male,positive,0.02053254742683449
3.55,27,1.0,478.13333333333327,singer,female,positive,0.04146292670800935
13.683333333333334,19,2.0,121.55932203389831,musician,male,positive,0.016468423991230278
20.983333333333334,30,13.0,83.3953488372093,researcher,male,positive,0.02345670222392076
16.633333333333333,19,5.0,67.98104265402843,activist,female,positive,0.0096045256814399
5.8,31,1.0,181.56962025316452,writer,female,positive,0.06517876356016146
16.4,21,14.0,89.09316770186335,engineer,female,positive,0.025480854841187325
15.516666666666667,21,5.0,90.78481012658229,activist,male,positive,0.015218604627105455
31.65,17,14.0,53.52238805970149,entrepreneur,male,positive,0.011100663131779973
12.466666666666667,27,6.0,104.70072992700729,educator,male,positive,0.018770761542532433
23.766666666666666,26,10.0,72.81218274111676,neuroscientist,female,positive,0.024623289933671702
25.3,21,11.0,68.96153846153847,activist,male,positive,0.021239738313232545
20.1,24,14.0,68.63157894736842,technologist,male,positive,0.02185152224062454
13.333333333333334,25,10.0,77.11827956989248,author,male,positive,0.04145571197495006
23.566666666666666,23,1.0,40.98285714285714,advocate,female,positive,0.02715959584546151
16.1,18,10.0,75.49473684210527,writer,male,positive,0.04238222427892019
19.7,26,5.0,64.90497737556561,author,female,positive,0.014261293397648827
18.7,31,11.0,67.66037735849056,social,male,positive,0.008923688764660565
13.75,27,3.0,107.04477611940298,activist,female,positive,0.030398311022442396
14.65,20,5.0,62.0952380952381,scientist,male,positive,0.02713802577695632
13.55,22,7.0,137.9230769230769,expert,male,positive,0.031298909484490496
23.266666666666666,33,11.0,49.12328767123286,psychologist,male,positive,0.04187347208502863
3.4833333333333334,53,1.0,326.0,expert,female,positive,0.028346109789029877
18.45,17,12.0,47.029508196721316,designer,male,positive,0.02940490448465206
22.7,29,7.0,114.75200000000001,psychologist,male,positive,0.013146434498200254
18.783333333333335,20,12.0,68.30476190476189,roboticist,male,positive,0.02040219788545967
4.75,37,9.0,358.6,designer,male,positive,0.04852910370532276
15.116666666666667,21,11.0,154.23655913978496,expert,male,negative,0.0061547395530187
19.4,17,9.0,105.47058823529413,designer,female,positive,0.030212082088067905
5.866666666666666,27,11.0,448.25,filmmaker,male,positive,0.035037649593057066
21.1,30,14.0,72.08040201005025,designer,male,positive,0.016540890189733214
18.8,19,1.0,80.13407821229049,historian,male,positive,0.027064508959236722
16.5,21,14.0,101.73049645390071,writer,male,positive,0.06306593924297577
4.733333333333333,34,2.0,2868.8,advocate,male,positive,0.02345427321750609
21.433333333333334,24,6.0,75.09947643979058,physicist,male,positive,0.014729373705798016
17.666666666666668,20,9.0,95.62666666666668,photographer,female,positive,0.03742463810647503
16.25,22,1.0,81.5,journalist,female,positive,0.024219012735515542
16.816666666666666,22,4.0,91.94871794871794,author,male,positive,0.025409455925928078
16.666666666666668,26,1.0,78.81318681318682,expert,male,positive,0.04785793587675412
22.8,19,6.0,73.18367346938777,engineer,male,positive,0.018660476132024543
18.916666666666668,34,2.0,159.37777777777774,psychologist,male,positive,0.04537253236586538
4.616666666666666,32,1.0,717.2,photographer,female,positive,0.02417588214292171
18.35,29,11.0,118.54545454545456,engineer,male,positive,0.021188900140474094
3.283333333333333,49,1.0,333.5813953488372,poet,male,positive,0.05030172641164346
18.733333333333334,20,1.0,64.90497737556561,filmmaker,male,positive,0.02450041782697955
15.766666666666667,30,1.0,117.57377049180329,expert,female,positive,0.00636577643591386
16.9,38,1.0,142.01980198019805,advocate,male,positive,0.007580627054106901
18.633333333333333,20,1.0,113.84126984126983,writer,male,positive,0.018703765677731105
16.783333333333335,47,1.0,227.68253968253967,expert,male,positive,0.007823390971632545
18.116666666666667,27,1.0,63.46902654867257,engineer,male,positive,0.018188852472244957
16.933333333333334,21,11.0,111.1937984496124,philosopher,male,positive,0.007900416739209985
12.183333333333334,20,10.0,112.0625,inventor,male,positive,0.03435788698252008
16.983333333333334,20,14.0,118.54545454545456,journalist,male,positive,0.043624124673524195
19.4,28,1.0,81.5,writer,male,positive,0.018391721078878168
27.966666666666665,26,9.0,49.46206896551725,designer,female,positive,0.03739415506107815
15.883333333333333,23,6.0,103.19424460431655,writer,male,positive,0.020593266001810884
12.416666666666666,25,6.0,174.9268292682927,physicist,male,positive,0.012469305541261223
23.15,20,11.0,74.32124352331606,scientist,female,positive,0.027822167887366137
28.283333333333335,21,6.0,55.5968992248062,scientist,male,positive,0.05288777193325826
15.95,30,1.0,86.93333333333334,activist,male,positive,0.0450941261877597
23.383333333333333,17,10.0,55.16923076923078,technologist,female,positive,0.013077947336370428
14.266666666666667,23,1.0,68.63157894736842,designer,male,positive,0.02775895321990511
17.566666666666666,19,5.0,78.81318681318682,filmmaker,female,positive,0.017010230480079293
19.0,27,6.0,78.81318681318682,musician,male,positive,0.01755235730477242
19.033333333333335,23,14.0,96.91891891891892,technologist,male,positive,0.037163070579069965
20.4,25,10.0,54.33333333333334,activist,male,positive,0.015725720609533363
3.3666666666666667,43,1.0,298.8333333333333,entrepreneur,male,positive,0.035765916171851625
3.783333333333333,37,4.0,387.6756756756757,entrepreneur,male,positive,0.039629093987159004
19.516666666666666,20,10.0,93.14285714285714,writer,male,positive,0.026811398204134168
28.516666666666666,19,14.0,64.03571428571429,entrepreneur,male,positive,0.01655358631641514
9.2,27,14.0,181.56962025316452,researcher,male,positive,0.012212603837237298
3.966666666666667,29,14.0,421.8823529411765,inventor,male,positive,0.06609644059619514
25.283333333333335,21,2.0,60.01673640167364,musician,male,positive,0.04538944897849278
18.15,26,9.0,147.87628865979383,designer,male,positive,0.020775763620153993
16.466666666666665,25,10.0,101.73049645390071,expert,male,positive,0.014604832228149914
7.15,33,14.0,183.89743589743588,entrepreneur,male,positive,0.030833529991415153
33.63333333333333,31,5.0,45.82747603833865,expert,male,positive,0.04424600679092498
14.666666666666666,34,1.0,98.9241379310345,author,male,positive,0.051255132857411026
18.483333333333334,20,6.0,101.73049645390071,scientist,female,positive,0.04255793931251716
21.966666666666665,20,1.0,65.79816513761467,scientist,male,positive,0.018753886934589
6.8,30,13.0,311.82608695652175,technologist,male,positive,0.0085948521755
16.633333333333333,19,11.0,95.62666666666668,historian,male,positive,0.04201785332399993
29.533333333333335,19,6.0,49.46206896551725,biologist,male,positive,0.012607267719250456
17.1,20,14.0,58.546938775510206,artist,male,negative,0.02553496569461465
21.766666666666666,20,10.0,60.779661016949156,historian,male,positive,0.08749598891738476
15.65,20,14.0,109.49618320610685,inventor,male,positive,0.009247409099943732
18.9,19,9.0,149.41666666666666,designer,male,positive,0.01903419490631788
15.616666666666667,18,9.0,154.23655913978496,designer,male,positive,0.04214923928133239
17.133333333333333,25,14.0,117.57377049180329,educator,male,positive,0.04126973083928467
15.566666666666666,22,10.0,74.70833333333333,expert,male,positive,0.05344004944601018
14.316666666666666,22,5.0,100.30769230769229,writer,male,positive,0.02870404779667338
21.933333333333334,17,9.0,73.55897435897434,designer,female,positive,0.02721967716540893
22.65,21,9.0,73.18367346938777,designer,male,positive,0.05905580649706195
16.25,18,14.0,155.91304347826087,author,male,positive,0.026477377136498587
21.433333333333334,21,10.0,86.93333333333334,entrepreneur,male,positive,0.009136514760081293
12.6,23,1.0,191.25333333333333,author,male,positive,0.025620055802070107
13.816666666666666,22,14.0,107.84962406015038,inventor,male,positive,0.022987147773376806
19.683333333333334,22,10.0,73.55897435897434,historian,male,positive,0.0547378636257145
22.416666666666668,30,1.0,68.63157894736842,singer,female,positive,0.04151421564914213
16.083333333333332,21,4.0,72.44444444444444,biologist,male,positive,0.022016018570291097
18.783333333333335,22,2.0,155.91304347826087,writer,female,positive,0.055194972676659355
